9.812353917690204597e+00 1.113070613513405505e+01 1.267917190524299897e+01 1.450700250564810112e+01 1.667569047972132523e+01 1.926223208125670183e+01 2.236313579394412443e+01 2.609910801636069522e+01 3.061994800895980973e+01 3.610818516835681891e+01 4.277761100453541587e+01 5.085740429341559121e+01 6.054083020224858558e+01 7.185606485788539999e+01 8.439526129527469323e+01 9.689134694522977043e+01 1.069370489056665718e+02 1.115193769737864926e+02 1.083206932802632707e+02 9.637726241210195610e+01 7.555342001984637079e+01 4.573835284737636897e+01 6.298402820588692386e+00 1.463924836702005358e-08 4.978322596323216600e-20 4.565810609876075073e-23 1.230268651400554447e-04 3.067710219129227644e-04 2.415838005674073095e-04 6.000399111391479818e-04
1.398163887799908593e+02 1.559125150608068964e+02 1.740976569860493441e+02 1.945881699028065555e+02 2.175546368000895825e+02 2.430415226484101368e+02 2.708017500661504755e+02 2.999896847835505014e+02 3.287609752879875487e+02 3.542795702121929367e+02 3.738885919580509949e+02 3.865948780602313377e+02 3.929995248103781478e+02 3.942351949020855386e+02 3.912892806700173765e+02 3.848372244128981379e+02 3.752712715311325269e+02 3.627563080549830943e+02 3.472654135276965803e+02 3.285867892731475877e+02 3.062989639854247343e+02 2.797047456611601319e+02 2.476990978872672429e+02 2.085124399057511937e+02 1.591860230899683302e+02 9.438726036051529888e+01 4.117224912406376447e+00 1.912909134745999290e-25 2.246547597062445269e-64 2.048067703112169428e-214
2.392899732021846546e+02 2.630658089266767092e+02 2.889342961253552176e+02 3.166669504883025752e+02 3.456184303666902906e+02 3.744313231632799557e+02 4.009060759460426198e+02 4.226411544603158177e+02 4.383195865419405095e+02 4.481427691346239044e+02 4.530864810115051000e+02 4.541572319597483443e+02 4.521198670880968962e+02 4.474852112864264768e+02 4.405629758847684343e+02 4.315106218736499386e+02 4.203643636936152461e+02 4.070528881981226732e+02 3.913955094475498981e+02 3.730840532666659328e+02 3.516436740103059719e+02 3.263609233769224716e+02 2.961537839154128164e+02 2.593275640804408795e+02 2.130816525300796513e+02 1.523995579241101552e+02 6.712702863341554860e+01 1.033997504337554396e-12 3.762855636985693794e-54 8.243726694962000690e-215
3.174084785496828545e+02 3.446622224564321186e+02 3.729500385631185964e+02 4.011565038694716918e+02 4.274531115254461611e+02 4.496996298783100201e+02 4.664998271695025664e+02 4.778050366325042546e+02 4.844268177854863779e+02 4.873246931116200926e+02 4.872761667161258856e+02 4.848276646179058957e+02 4.803354997089823542e+02 4.740141432979210663e+02 4.659713940573359992e+02 4.562293903690870138e+02 4.447339172870196649e+02 4.313536922876457993e+02 4.158695809043695135e+02 3.979513952275466409e+02 3.771165081077739956e+02 3.526583144286337301e+02 3.235197700193967876e+02 2.880577882043844511e+02 2.435685314735222562e+02 1.852201309397258342e+02 1.032438145054795058e+02 6.481860975392198421e-05 1.223291521053296100e-47 7.283366787537640192e-215
3.796313736863431814e+02 4.073747606309133857e+02 4.342710486928088471e+02 4.584733051203485275e+02 4.782123770034054360e+02 4.927072385261145087e+02 5.023045463383751894e+02 5.078677914201019803e+02 5.102498477200902016e+02 5.101072544671025639e+02 5.078964542677180134e+02 5.039171150824386132e+02 4.983533874398401622e+02 4.913029345936785717e+02 4.827945537998992336e+02 4.727967908881844323e+02 4.612191707542766608e+02 4.479064359966840811e+02 4.326247721541897135e+02 4.150371047349180458e+02 3.946614539181790065e+02 3.708004594463567400e+02 3.424178393669263869e+02 3.079089651038731859e+02 2.646391447989033168e+02 2.079059378354850480e+02 1.282084349828039365e+02 3.238272936297121429e+00 7.404798271871415981e-43 6.841588755028724477e-215
4.292923610399590757e+02 4.551792967066325559e+02 4.781730246708177674e+02 4.967531476229394798e+02 5.103734835702206283e+02 5.194618621633693465e+02 5.248453284359111422e+02 5.273103251004743015e+02 5.274588290430039024e+02 5.257120508518949009e+02 5.223506834648732138e+02 5.175522483645891043e+02 5.114176117720930961e+02 5.039876179835326298e+02 4.952520784603122479e+02 4.851527418450574487e+02 4.735809370968017902e+02 4.603696101733429487e+02 4.452783112572505502e+02 4.279680056725040345e+02 4.079596495715496189e+02 3.845647915808251014e+02 3.567644176281767727e+02 3.229843274287774193e+02 2.806433480771746076e+02 2.251381631267982470e+02 1.471719740323895849e+02 2.376074936332479837e+01 4.999964468841452207e-39 5.032403326712695954e-215
4.686062838521619938e+02 4.910831576386478901e+02 5.093639310235381572e+02 5.229249459002360254e+02 5.321500679616005982e+02 5.378145137144089176e+02 5.406701987055864720e+02 5.413012046844761471e+02 5.401218102418775970e+02 5.374127666476251761e+02 5.333566564076336363e+02 5.280637169954190995e+02 5.215886195291892591e+02 5.139402656176047230e+02 5.050862647276859434e+02 4.949529910494587739e+02 4.834213939712632850e+02 4.703179260726848270e+02 4.553989619676567031e+02 4.383254925301132516e+02 4.186220554793990232e+02 3.956083166792581665e+02 3.682799065338747369e+02 3.350876979238200875e+02 2.934940222635800069e+02 2.389755927362797081e+02 1.623998545613873716e+02 4.119182899420204080e+01 6.757094405282550760e-36 9.104437512577791648e-215
4.993812610374246788e+02 5.179075694124159099e+02 5.319256149973721222e+02 5.417010097190809574e+02 5.479442007397317411e+02 5.513895173165340111e+02 5.526249521821648614e+02 5.520754629065613699e+02 5.500339799657371032e+02 5.466956507047373179e+02 5.421839985345944797e+02 5.365685295493441345e+02 5.298756151190165156e+02 5.220943451373739208e+02 5.131784294806973321e+02 5.030446028952338793e+02 4.915673931356594721e+02 4.785694452799646683e+02 4.638056704871966645e+02 4.469379764386504235e+02 4.274945820786968511e+02 4.048024732387677886e+02 3.778699360029448826e+02 3.451691088322886571e+02 3.041988794938972092e+02 2.505028894448703625e+02 1.750856148771689789e+02 5.571299581558732683e+01 3.490813328749062279e-33 6.320985091988360355e-215
5.233485637020291961e+02 5.381771379686764476e+02 5.488075030553718534e+02 5.558590969262833141e+02 5.600515180160439286e+02 5.619895398419528192e+02 5.621213786611029946e+02 5.607615026283724546e+02 5.581236906228713224e+02 5.543480981006866841e+02 5.495201878359206376e+02 5.436829506129363381e+02 5.368441210415705882e+02 5.289796108116660207e+02 5.200338336871406000e+02 5.099170954626254115e+02 4.984997321267620123e+02 4.856020842938000897e+02 4.709785255508481328e+02 4.542922973377686731e+02 4.350752009430343037e+02 4.126608333507005568e+02 3.860685931233242059e+02 3.537890459802420651e+02 3.133525428342491068e+02 2.603601249336309706e+02 1.859335813667355524e+02 6.813048181346159993e+01 9.287192210453702308e-31 9.925884604424762227e-215
5.421184433598454007e+02 5.538488379340441270e+02 5.619106084926457925e+02 5.669959873963531436e+02 5.697316341425799919e+02 5.705984679033438169e+02 5.699407382460615281e+02 5.679966522881410356e+02 5.649264935729614763e+02 5.608332592188896797e+02 5.557764884385463802e+02 5.497809215817948143e+02 5.428413360123100802e+02 5.349244128544117984e+02 5.259680382984795415e+02 5.158780361510503099e+02 5.045219031819297015e+02 4.917185808697146854e+02 4.772224337523180679e+02 4.606982280579724147e+02 4.416811775188455726e+02 4.195108801158831398e+02 3.932166210372457158e+02 3.613051999675466277e+02 3.213345431271413304e+02 2.689558605408262224e+02 1.953933344620958508e+02 7.895891254102059520e+01 1.317722980083848124e-28 6.353135662397728078e-215
5.570317794444655419e+02 5.662940288073406236e+02 5.724213052875496714e+02 5.760576086444833663e+02 5.777227539545020818e+02 5.777984172507605081e+02 5.765532985088468649e+02 5.741718322097916598e+02 5.707767640028888536e+02 5.664448747036449276e+02 5.612172461339389429e+02 5.551054979608452413e+02 5.480950144229022953e+02 5.401457497878274125e+02 5.311908343583860415e+02 5.211328623324294540e+02 5.098373630152170790e+02 4.971224434324764161e+02 4.827427811098958159e+02 4.663647397136178370e+02 4.475267557802010288e+02 4.255739063162689604e+02 3.995443689350060481e+02 3.679594340123274492e+02 3.284015415520543684e+02 2.765664032638173921e+02 2.037689240371655899e+02 8.854632698423748138e+01 1.216805367314462660e-26 4.146817312635274450e-215
5.691065725302071314e+02 5.764343347688816266e+02 5.810890731934024416e+02 5.836305824152066180e+02 5.844846849770196968e+02 5.839570798286393938e+02 5.822611234067326222e+02 5.795422968010146860e+02 5.758960938646707746e+02 5.713801219264177007e+02 5.660218416356111675e+02 5.598231071307235425e+02 5.527622643594173724e+02 5.447942100188581662e+02 5.358485085064895657e+02 5.258253679411857320e+02 5.145889324746661941e+02 5.019568525509965298e+02 4.876843085316303927e+02 4.714392758060397455e+02 4.527632249421239976e+02 4.310062645349341324e+02 4.052146437353420083e+02 3.739227262317735381e+02 3.347349949737102293e+02 2.833871056832751947e+02 2.112753206768995256e+02 9.713879653909286560e+01 6.979972241584842627e-25 7.945354111977051167e-215
5.790773155814135862e+02 5.848868631745494895e+02 5.884015679650620996e+02 5.900958397939765518e+02 5.903191025520466155e+02 5.893192580289476155e+02 5.872684052597201116e+02 5.842830510338818613e+02 5.804383138142981124e+02 5.757773510406163950e+02 5.703172724528005801e+02 5.640524558747747506e+02 5.569558312543729244e+02 5.489783960166537327e+02 5.400469787684528455e+02 5.300599915711388803e+02 5.188805983251825182e+02 5.063262466872520235e+02 4.921527376517259427e+02 4.760296386235828550e+02 4.575012752699236671e+02 4.359224020248163924e+02 4.103466512301751550e+02 3.793202858506089683e+02 3.404677972593658524e+02 2.895610441431123263e+02 2.180699694473369448e+02 1.049165446310779402e+02 2.989017729513921403e-23 5.873400538003001628e-215
5.874644637787476995e+02 5.920711360778533390e+02 5.946869729882793081e+02 5.957112209404079977e+02 5.954327153008774758e+02 5.940550479980220189e+02 5.917189514131190435e+02 5.885188564570728431e+02 5.845142569406284565e+02 5.797371433420165658e+02 5.741965659778261397e+02 5.678810446002166827e+02 5.607592475204522771e+02 5.527791053742980694e+02 5.438653084572251828e+02 5.339148973931744422e+02 5.227903449446276909e+02 5.103090716398854738e+02 4.962275701055984314e+02 4.802169620219369790e+02 4.618242630362214527e+02 4.404085377602503399e+02 4.150302170772297927e+02 3.842464755002031325e+02 3.457001096363572401e+02 2.951960573323365224e+02 2.242715401529614780e+02 1.120154093370479558e+02 9.415026378707402526e-22 6.197460988224100712e-215
5.946374535561310495e+02 5.982788961216861026e+02 6.001734802095224950e+02 6.006576575554230430e+02 5.999723901276075821e+02 5.982868605160238076e+02 5.957174933577947513e+02 5.923415369432015041e+02 5.882062407005017803e+02 5.833347798181282542e+02 5.777297988389907459e+02 5.713751379015403700e+02 5.642360510700559644e+02 5.562580139440085532e+02 5.473640213678224882e+02 5.374500554185608507e+02 5.263781089354545202e+02 5.139656989380343930e+02 4.999700507317224378e+02 4.840637935245791823e+02 4.657964809244413118e+02 4.445311946631279056e+02 4.193346615100076065e+02 3.887741255363145001e+02 3.505092427433675084e+02 3.003753839958743583e+02 2.299716321964921235e+02 1.185402426088128891e+02 2.545769228643132906e-20 7.528353686020162900e-215
6.008616882512314987e+02 6.037180697510152640e+02 6.050245463374089923e+02 6.050661117813463079e+02 6.040457051313152306e+02 6.021054039711756332e+02 5.993424583152896048e+02 5.958204892804326391e+02 5.915769693525428465e+02 5.866279872447902335e+02 5.809710076364988254e+02 5.745860695136883578e+02 5.674356487820283519e+02 5.594632282748524403e+02 5.505904412262392498e+02 5.407124475628074833e+02 5.296909171842148680e+02 5.173435514862584341e+02 5.034283297903736525e+02 4.876193380507031634e+02 4.694685290183762731e+02 4.483427433907829140e+02 4.233145673052588336e+02 3.929605887525287926e+02 3.549560807962966464e+02 3.051645784570516753e+02 2.352423858379233081e+02 1.245736205546920843e+02 5.098301587491563537e-19 5.977895301536817047e-215
6.063310121308587668e+02 6.085404285412843137e+02 6.093603952368993077e+02 6.090339368150835071e+02 6.077335227159466058e+02 6.055795742127328367e+02 6.026539706750385221e+02 5.990093463670492611e+02 5.946752389889842334e+02 5.896619507883714277e+02 5.839626946730967347e+02 5.775543783443456505e+02 5.703971870496741303e+02 5.624329663768322689e+02 5.535822452634731690e+02 5.437395426304969988e+02 5.327663240168501488e+02 5.204805381428533337e+02 5.066409266975148284e+02 4.909229803130994583e+02 4.728809242275092970e+02 4.518851290829925347e+02 4.270136587063722686e+02 3.968518125114454165e+02 3.590894028198866863e+02 3.096161623852919433e+02 2.401415982347178328e+02 1.301817034019456116e+02 8.853120338285325874e-18 1.019361053084281599e-214
6.111895713847425213e+02 6.128592387150141576e+02 6.132715377189202854e+02 6.126351859369784734e+02 6.110979831561654692e+02 6.087628137262051951e+02 6.056990570815402180e+02 6.019503576136635274e+02 5.975397234475082087e+02 5.924726663867407979e+02 5.867388639688759895e+02 5.803126128270471327e+02 5.731521877892823795e+02 5.651980754594991367e+02 5.563699018922491177e+02 5.465616860013606129e+02 5.356347796439926015e+02 5.234074241834027816e+02 5.096391231132139978e+02 4.940067202192662990e+02 4.760665974576179451e+02 4.551924515869577021e+02 4.304674866714855170e+02 4.004851586617152748e+02 3.629488747332055141e+02 3.137728459427502230e+02 2.447162707805721311e+02 1.354182906254277441e+02 1.332460199281680491e-16 7.398565476934037593e-215
