5.555555555555555822e-05 7.888481816521641021e-04 2.755750175860133960e-02 1.079147454427968481e-03 1.929747631668464192e-01
6.735470941883767507e-03 6.604035878881819421e+00 2.013295878214537149e-01 6.166608719328107924e+01 2.685442852921968160e-01
1.341538632821197979e-02 1.314673585010043411e+01 2.026643750051908832e-01 1.178662489683023011e+02 2.856530652568958772e-01
2.009530171454019035e-02 1.960346609094570525e+01 2.039990892316740079e-01 1.622215917938623875e+02 3.007766821446236638e-01
2.677521710086840437e-02 2.597589137772718360e+01 2.053337265777668008e-01 1.972295742212209859e+02 3.138932400688331792e-01
3.345513248719662186e-02 3.226563288000400576e+01 2.066682829465882609e-01 2.251128845799493661e+02 3.251882822214376412e-01
4.013504787352482894e-02 3.847426962156222174e+01 2.080027540410009645e-01 2.476611732435768261e+02 3.349344750228567258e-01
4.681496325985304297e-02 4.460333977661358063e+01 2.093371353770034915e-01 2.662197184935167229e+02 3.434055347695961768e-01
5.349487864618125699e-02 5.065434194937611778e+01 2.106714222619891497e-01 2.817660178265123250e+02 3.508386072410890621e-01
6.017479403250947101e-02 5.662873638196717252e+01 2.120056098074092066e-01 2.950036266033277457e+02 3.574262499598891418e-01
6.685470941883768503e-02 6.252794625077612523e+01 2.133396928440521867e-01 3.064413572347038439e+02 3.633206976949054368e-01
7.353462480516589905e-02 6.835335857584439623e+01 2.146736660740300173e-01 3.164516696199506214e+02 3.686413948731197543e-01
8.021454019149409920e-02 7.410632554113756498e+01 2.160075239021544413e-01 3.253114271564702449e+02 3.734822555489940576e-01
8.689445557782231322e-02 7.978816549747503473e+01 2.173412604589143038e-01 3.332298171052252087e+02 3.779176341102160608e-01
9.357437096415052724e-02 8.540016388064913144e+01 2.186748696973428163e-01 3.403674582277899390e+02 3.820069417814637158e-01
1.002542863504787413e-01 9.094357419159952372e+01 2.200083452708850029e-01 3.468495800879570652e+02 3.857981286690084777e-01
1.069342017368069553e-01 9.641961918190189351e+01 2.213416805473839288e-01 3.527752240380247599e+02 3.893302902344118466e-01
1.136141171231351693e-01 1.018294914468359167e+02 2.226748686308060443e-01 3.582237596130833026e+02 3.926356167157103449e-01
1.202940325094633833e-01 1.071743544780767081e+02 2.240079023302521677e-01 3.632595650873262230e+02 3.957408641734072585e-01
1.269739478957915835e-01 1.124553434620782753e+02 2.253407741527846120e-01 3.679354406905528663e+02 3.986684686951872947e-01
1.336538632821198114e-01 1.176735661009729483e+02 2.266734762962648864e-01 3.722951319869699205e+02 4.014373996721877780e-01
1.403337786684480115e-01 1.228301033941232134e+02 2.280060006321242838e-01 3.763752205999233524e+02 4.040638189861814333e-01
1.470136940547762394e-01 1.279260103989137463e+02 2.293383387016119102e-01 3.802065588474491733e+02 4.065615950006017387e-01
1.536936094411044396e-01 1.329623169598563095e+02 2.306704817012433795e-01 3.838153713693610030e+02 4.089427068937811494e-01
1.603735248274326397e-01 1.379400284142635655e+02 2.320024204720992356e-01 3.872241099586140649e+02 4.112175659539921702e-01
1.670534402137608676e-01 1.428601262731092731e+02 2.333341454882412458e-01 3.904521244853432904e+02 4.133952723984222755e-01
1.737333556000890677e-01 1.477235688783987086e+02 2.346656468450997457e-01 3.935161942707633216e+02 4.154838226487868602e-01
1.804132709864172956e-01 1.525312920379177797e+02 2.359969142470589587e-01 3.964309518667720340e+02 4.174902784660579069e-01
1.870931863727454958e-01 1.572842096383850787e+02 2.373279369954335027e-01 3.992092257858107018e+02 4.194209045710108885e-01
1.937731017590737237e-01 1.619832142377633772e+02 2.386587039758219231e-01 4.018623179532316954e+02 4.212812827925507264e-01
2.004530171454019238e-01 1.666291776376064320e+02 2.399892036453203092e-01 4.044002310631763635e+02 4.230764065422635278e-01
2.071329325317301517e-01 1.712229514362199154e+02 2.413194240194971862e-01 4.068318558260023678e+02 4.248107597382483891e-01
2.138128479180583519e-01 1.757653675633934540e+02 2.426493526591358973e-01 4.091651262346428553e+02 4.264883830791724728e-01
2.204927633043865520e-01 1.802572387974301193e+02 2.439789766567499463e-01 4.114071490939026035e+02 4.281129300007071037e-01
2.271726786907147799e-01 1.846993592651709832e+02 2.453082826228758506e-01 4.135643127005381530e+02 4.296877141622639784e-01
2.338525940770429801e-01 1.890925049256882744e+02 2.466372566721485859e-01 4.156423785238663413e+02 4.312157499415301132e-01
2.405325094633712080e-01 1.934374340382949242e+02 2.479658844091553183e-01 4.176465589396999576e+02 4.326997871259731787e-01
2.472124248496994081e-01 1.977348876152757100e+02 2.492941509140305933e-01 4.195815834580934620e+02 4.341423407619696140e-01
2.538923402360275805e-01 2.019855898589660512e+02 2.506220407280715379e-01 4.214517554050838726e+02 4.355457169441173670e-01
2.605722556223558084e-01 2.061902485891691867e+02 2.519495378394985829e-01 4.232610006441294104e+02 4.369120351845167671e-01
2.672521710086840363e-01 2.103495556538294977e+02 2.532766256674374716e-01 4.250129096268657918e+02 4.382432478881242433e-01
2.739320863950122087e-01 2.144641873244460726e+02 2.546032870474475573e-01 4.267107738277587146e+02 4.395411573689206319e-01
2.806120017813404366e-01 2.185348046830200417e+02 2.559295042167010759e-01 4.283576174295133114e+02 4.408074307678301884e-01
2.872919171676686645e-01 2.225620539948377541e+02 2.572552587993485740e-01 4.299562249753253127e+02 4.420436131734045149e-01
2.939718325539968924e-01 2.265465670756054521e+02 2.585805317888566490e-01 4.315091655822888583e+02 4.432511391973977810e-01
3.006517479403250648e-01 2.304889616373948797e+02 2.599053035350286645e-01 4.330188142114323568e+02 4.444313432172848355e-01
3.073316633266532927e-01 2.343898416325562266e+02 2.612295537270920009e-01 4.344873704092253206e+02 4.455854684647740926e-01
3.140115787129815206e-01 2.382497975846158056e+02 2.625532613778954749e-01 4.359168748693141993e+02 4.467146751120759651e-01
3.206914940993096930e-01 2.420694069084746616e+02 2.638764048088065861e-01 4.373092241088415904e+02 4.478200474850242419e-01
3.273714094856379209e-01 2.458492342223161415e+02 2.651989616340018063e-01 4.386661835087153349e+02 4.489026005132537578e-01
3.340513248719661488e-01 2.495898316505033279e+02 2.665209087447699687e-01 4.399893989298561223e+02 4.499632855118176344e-01
3.407312402582943767e-01 2.532917391178101525e+02 2.678422222938864339e-01 4.412804070886077170e+02 4.510029953741201969e-01
3.474111556446225491e-01 2.569554846353773314e+02 2.691628776800661926e-01 4.425406448316003321e+02 4.520225692538244466e-01
3.540910710309507770e-01 2.605815845787442981e+02 2.704828495325170001e-01 4.437714574815214519e+02 4.530227967756419449e-01
3.607709864172790049e-01 2.641705439582875101e+02 2.718021116956199634e-01 4.449741063137581705e+02 4.540044218564768808e-01
3.674509018036072328e-01 2.677228566823813480e+02 2.731206372137698901e-01 4.461497753066372525e+02 4.549681461591261744e-01
3.741308171899354051e-01 2.712390058135854360e+02 2.744383983164084273e-01 4.472995772320823562e+02 4.559146322283031960e-01
3.808107325762636330e-01 2.747194638181560435e+02 2.757553664032864060e-01 4.484245591645824334e+02 4.568445063418393737e-01
3.874906479625918609e-01 2.781646928091639666e+02 2.770715120299913070e-01 4.495257074733275999e+02 4.577583611074524383e-01
3.941705633489200333e-01 2.815751447834982741e+02 2.783868048937809814e-01 4.506039523541414837e+02 4.586567578317641836e-01
4.008504787352482612e-01 2.849512618530212080e+02 2.797012138197626507e-01 4.516601719507723942e+02 4.595402286850557294e-01
4.075303941215764891e-01 2.882934764706276951e+02 2.810147067470338267e-01 4.526951961090399550e+02 4.604092786824750538e-01
4.142103095079047170e-01 2.916022116482478168e+02 2.823272507176108892e-01 4.537098098020777002e+02 4.612643875000111970e-01
4.208902248942328894e-01 2.948778811758275538e+02 2.836388118605779884e-01 4.547047562603815436e+02 4.621060111414574956e-01
4.275701402805611173e-01 2.981208898285566420e+02 2.849493553827303072e-01 4.556807398364314849e+02 4.629345834707633278e-01
4.342500556668893452e-01 3.013316335734699578e+02 2.862588455563256362e-01 4.566384286302393889e+02 4.637505176225796832e-01
4.409299710532175176e-01 3.045104997706665699e+02 2.875672457083025546e-01 4.575784568991797414e+02 4.645542073024106489e-01
4.476098864395457455e-01 3.076578673703354525e+02 2.888745182101724041e-01 4.585014273754524652e+02 4.653460279245877906e-01
4.542898018258739734e-01 3.107741071057899376e+02 2.901806244686420122e-01 4.594079128770218858e+02 4.661263379784322813e-01
4.609697172122022013e-01 3.138595816827107683e+02 2.914855249170215656e-01 4.602984588597386733e+02 4.668954796500386362e-01
4.676496325985303737e-01 3.169146459647880647e+02 2.927891790074748091e-01 4.611735846765628821e+02 4.676537800555880531e-01
4.743295479848586016e-01 3.199396471559468864e+02 2.940915452041689693e-01 4.620337853123452874e+02 4.684015520425627854e-01
4.810094633711868295e-01 3.229349249801524024e+02 2.953925809768071509e-01 4.628795320864748533e+02 4.691390955277674468e-01
4.876893787575150019e-01 3.259008118535496124e+02 2.966922427984383104e-01 4.637112772168026709e+02 4.698666961328770153e-01
4.943692941438432298e-01 3.288376330642520884e+02 2.979904861368027902e-01 4.645294503073897090e+02 4.705846290474106075e-01
5.010492095301715132e-01 3.317457069369322085e+02 2.992872654558115797e-01 4.653344619437149277e+02 4.712931581512771473e-01
5.077291249164996856e-01 3.346253450023382925e+02 3.005825342125469923e-01 4.661267057810848087e+02 4.719925358896868151e-01
5.144090403028279690e-01 3.374768521630608120e+02 3.018762448571952750e-01 4.669065581099908968e+02 4.726830048544127805e-01
5.210889556891561414e-01 3.403005268554624649e+02 3.031683488341461175e-01 4.676743792065823300e+02 4.733647980430540358e-01
5.277688710754843138e-01 3.430966612110965457e+02 3.044587965844557376e-01 4.684305142180946859e+02 4.740381393581342140e-01
5.344487864618125972e-01 3.458655412151175028e+02 3.057475375498495684e-01 4.691752939872922639e+02 4.747032440749763271e-01
5.411287018481407696e-01 3.486074468630193337e+02 3.070345201780990685e-01 4.699090358217678158e+02 4.753603192800497923e-01
5.478086172344689420e-01 3.513226523155438485e+02 3.083196919299581173e-01 4.706320442126121861e+02 4.760095642818782391e-01
5.544885326207972254e-01 3.540114260517717639e+02 3.096029992878024384e-01 4.713446115064126047e+02 4.766511709965122190e-01
5.611684480071253978e-01 3.566740310206338904e+02 3.108843877658318822e-01 4.720470185341667388e+02 4.772853243094213882e-01
5.678483633934536812e-01 3.593107247908081376e+02 3.121638019220538407e-01 4.727395352003620701e+02 4.779122024155107451e-01
5.745282787797818536e-01 3.619217596991301775e+02 3.134411853720246444e-01 4.734224210351968054e+02 4.785319771388270027e-01
5.812081941661100259e-01 3.645073829979147604e+02 3.147164808039927819e-01 4.740959257126559123e+02 4.791448142333912252e-01
5.878881095524383094e-01 3.670678370008964180e+02 3.159896299959583654e-01 4.747602895341381668e+02 4.797508736711117994e-01
5.945680249387664817e-01 3.696033592240560210e+02 3.172605738391321428e-01 4.754157438976594676e+02 4.803503098889857492e-01
6.012479403250946541e-01 3.721141825352307819e+02 3.185292523513183482e-01 4.760625117075580874e+02 4.809432720724992616e-01
6.079278557114229375e-01 3.746005352912263220e+02 3.197956047057702866e-01 4.767008077937133521e+02 4.815299043704195925e-01
6.146077710977511099e-01 3.770626414796200265e+02 3.210595692549497171e-01 4.773308392881414761e+02 4.821103461252393974e-01
6.212876864840792823e-01 3.795007208583961642e+02 3.223210835574882305e-01 4.779528059837928708e+02 4.826847320850896073e-01
6.279676018704075657e-01 3.819149890942678667e+02 3.235800844073441485e-01 4.785669006728639374e+02 4.832531926040938286e-01
6.346475172567357381e-01 3.843056578998357509e+02 3.248365078649893545e-01 4.791733094660010011e+02 4.838158538319130009e-01
6.413274326430639105e-01 3.866729351695796595e+02 3.260902892906277772e-01 4.797722120936721808e+02 4.843728378931714262e-01
6.480073480293921939e-01 3.890170251146672626e+02 3.273413633794477473e-01 4.803637821908775436e+02 4.849242630574058799e-01
6.546872634157203663e-01 3.913381283965674129e+02 3.285896641988848010e-01 4.809481875662896755e+02 4.854702439001316594e-01
6.613671788020486497e-01 3.936364422592428127e+02 3.298351252281092605e-01 4.815255904568213623e+02 4.860108914555772985e-01
6.680470941883768221e-01 3.959121606621360456e+02 3.310776793971192400e-01 4.820961477685602290e+02 4.865463133615993141e-01
6.747270095747049945e-01 3.981654744039688012e+02 3.323172591368504514e-01 4.826600113049229890e+02 4.870766139972524389e-01
