1.000000000000000021e-02 0.000000000000000000e+00
5.479236812570146414e-02 1.000000000000000021e-02
9.958473625140291940e-02 2.000000000000000042e-02
1.443771043771043816e-01 2.999999999999999889e-02
1.891694725028058577e-01 4.000000000000000083e-02
2.339618406285073338e-01 5.000000000000000278e-02
2.787542087542087543e-01 5.999999999999999778e-02
3.235465768799102304e-01 7.000000000000000666e-02
3.683389450056117065e-01 8.000000000000000167e-02
4.131313131313131826e-01 8.999999999999999667e-02
4.579236812570146586e-01 1.000000000000000056e-01
5.027160493827160792e-01 1.100000000000000006e-01
5.475084175084174998e-01 1.199999999999999956e-01
5.923007856341190314e-01 1.300000000000000044e-01
6.370931537598204519e-01 1.400000000000000133e-01
6.818855218855219835e-01 1.499999999999999944e-01
7.266778900112234041e-01 1.600000000000000033e-01
7.714702581369248247e-01 1.700000000000000122e-01
8.162626262626263562e-01 1.799999999999999933e-01
8.610549943883277768e-01 1.900000000000000022e-01
9.058473625140293084e-01 2.000000000000000111e-01
9.506397306397307290e-01 2.099999999999999922e-01
9.954320987654321495e-01 2.200000000000000011e-01
1.040224466891133570e+00 2.300000000000000100e-01
1.085016835016834991e+00 2.399999999999999911e-01
1.129809203142536633e+00 2.500000000000000000e-01
1.174601571268238054e+00 2.600000000000000089e-01
1.219393939393939474e+00 2.700000000000000178e-01
1.264186307519640895e+00 2.800000000000000266e-01
1.308978675645342316e+00 2.899999999999999800e-01
1.353771043771043958e+00 2.999999999999999889e-01
1.398563411896745379e+00 3.099999999999999978e-01
1.443355780022446799e+00 3.200000000000000067e-01
1.488148148148148220e+00 3.300000000000000155e-01
1.532940516273849640e+00 3.400000000000000244e-01
1.577732884399551283e+00 3.500000000000000333e-01
1.622525252525252704e+00 3.599999999999999867e-01
1.667317620650954124e+00 3.699999999999999956e-01
1.712109988776655545e+00 3.800000000000000044e-01
1.756902356902356965e+00 3.900000000000000133e-01
1.801694725028058608e+00 4.000000000000000222e-01
1.846487093153760028e+00 4.100000000000000311e-01
1.891279461279461449e+00 4.199999999999999845e-01
1.936071829405162870e+00 4.299999999999999933e-01
1.980864197530864290e+00 4.400000000000000022e-01
2.025656565656565711e+00 4.500000000000000111e-01
2.070448933782266909e+00 4.600000000000000200e-01
2.115241301907968552e+00 4.700000000000000289e-01
2.160033670033669750e+00 4.799999999999999822e-01
2.204826038159371393e+00 4.899999999999999911e-01
2.249618406285073036e+00 5.000000000000000000e-01
2.294410774410774234e+00 5.100000000000000089e-01
2.339203142536475877e+00 5.200000000000000178e-01
2.383995510662177075e+00 5.300000000000000266e-01
2.428787878787878718e+00 5.400000000000000355e-01
2.473580246913580361e+00 5.500000000000000444e-01
2.518372615039281559e+00 5.600000000000000533e-01
2.563164983164983202e+00 5.700000000000000622e-01
2.607957351290684400e+00 5.799999999999999600e-01
2.652749719416386043e+00 5.899999999999999689e-01
2.697542087542087685e+00 5.999999999999999778e-01
2.742334455667788884e+00 6.099999999999999867e-01
2.787126823793490527e+00 6.199999999999999956e-01
2.831919191919191725e+00 6.300000000000000044e-01
2.876711560044893368e+00 6.400000000000000133e-01
2.921503928170595010e+00 6.500000000000000222e-01
2.966296296296296209e+00 6.600000000000000311e-01
3.011088664421997851e+00 6.700000000000000400e-01
3.055881032547699050e+00 6.800000000000000488e-01
3.100673400673400693e+00 6.900000000000000577e-01
3.145465768799102335e+00 7.000000000000000666e-01
3.190258136924803534e+00 7.099999999999999645e-01
3.235050505050505176e+00 7.199999999999999734e-01
3.279842873176206375e+00 7.299999999999999822e-01
3.324635241301908017e+00 7.399999999999999911e-01
3.369427609427609660e+00 7.500000000000000000e-01
3.414219977553310859e+00 7.600000000000000089e-01
3.459012345679012501e+00 7.700000000000000178e-01
3.503804713804713700e+00 7.800000000000000266e-01
3.548597081930415342e+00 7.900000000000000355e-01
3.593389450056116985e+00 8.000000000000000444e-01
3.638181818181818183e+00 8.100000000000000533e-01
3.682974186307519826e+00 8.200000000000000622e-01
3.727766554433221025e+00 8.300000000000000711e-01
3.772558922558922667e+00 8.399999999999999689e-01
3.817351290684623866e+00 8.499999999999999778e-01
3.862143658810325508e+00 8.599999999999999867e-01
3.906936026936027151e+00 8.699999999999999956e-01
3.951728395061728349e+00 8.800000000000000044e-01
3.996520763187429992e+00 8.900000000000000133e-01
4.041313131313131635e+00 9.000000000000000222e-01
4.086105499438833277e+00 9.100000000000000311e-01
4.130897867564534032e+00 9.200000000000000400e-01
4.175690235690235674e+00 9.300000000000000488e-01
4.220482603815937317e+00 9.400000000000000577e-01
4.265274971941638960e+00 9.500000000000000666e-01
4.310067340067339714e+00 9.599999999999999645e-01
4.354859708193041357e+00 9.699999999999999734e-01
4.399652076318742999e+00 9.799999999999999822e-01
4.444444444444444642e+00 9.899999999999999911e-01
