9.812353917690204597e+00 1.017346955947308018e+01 1.055144843646056430e+01 1.094723739552490471e+01 1.136184451259402195e+01 1.179634345560070940e+01 1.225187816896722737e+01 1.272966789986497282e+01 1.323101258771990985e+01 1.375729863824196819e+01 1.431000510217470101e+01 1.489071027825889360e+01 1.550109875886050226e+01 1.614296892964688368e+01 1.681824093618573812e+01 1.752896511805692725e+01 1.827733090528543514e+01 1.906567615837546725e+01 1.989649691716801527e+01 2.077245750175910288e+01 2.169640088045555970e+01 2.267135918214317059e+01 2.370056418221181715e+01 2.478745752844450578e+01 2.593570039211159894e+01 2.714918212684486321e+01 2.843202738180700706e+01 2.978860094824234039e+01 3.122350939896416833e+01 3.274159830232642321e+01 3.434794344275162103e+01 3.604783403575239475e+01 3.784674536149451995e+01 3.975029755614067994e+01 4.176419642424178846e+01 4.389415109105512158e+01 4.614576204266116832e+01 4.852437161391350173e+01 5.103486729937189637e+01 5.368142643478967102e+01 5.646718905294110158e+01 5.939384424620734393e+01 6.246111487690208719e+01 6.566612665580221631e+01 6.900265182953350518e+01 7.246022671111653324e+01 7.602315811577058469e+01 7.966945863010585072e+01 8.336978569094229385e+01 8.708650340603675488e+01 9.077303283049027982e+01 9.437369305632050498e+01 9.782424188472704429e+01 1.010532781966592353e+02 1.039845531974150674e+02 1.065400624426521858e+02 1.086435943198735714e+02 1.102242608367672005e+02 1.112194973469006243e+02 1.115771152316212493e+02 1.112561972216683444e+02 1.102268612316983223e+02 1.084691099439085207e+02 1.059710820688534199e+02 1.027270251270837917e+02 9.873525019273610326e+01 9.399623929269004918e+01 8.851099296733242738e+01 8.227963515147443729e+01 7.530025589139341946e+01 6.756793858927986207e+01 5.907391614073362263e+01 4.980479360166438596e+01 3.974177790206628202e+01 2.885985390053633282e+01 1.712685470397736509e+01 4.959710113603548187e+00 8.512388964961462023e-02 1.543831376951160402e-04 1.404666808460707843e-07 8.165548529414762645e-11 3.194028439629528200e-14 1.048577824699438941e-17 9.810372215852299386e-21 1.269131331683285820e-22 4.379308292974393506e-24 8.747679092487813070e-24 1.257792540848677559e-20 7.917751688448282414e-15 8.951993092438838444e-08 4.470733966402111611e-04 1.103384794399039828e-04 3.005957644918334087e-04 1.174743059981496642e-04 1.433719558044371366e-04 5.786033122695644982e-04 2.701406686624088479e-04 2.089966040666458278e-04 2.071721429710243301e-04 5.208548183187802078e-04
5.182074292926922254e+01 5.365460228243659913e+01 5.556861026115491597e+01 5.756679409671254888e+01 5.965339444327283047e+01 6.183287498002999172e+01 6.410993203741446678e+01 6.648950396389332695e+01 6.897678000619465877e+01 7.157720852380454346e+01 7.429650415580337608e+01 7.714065354103200889e+01 8.011591906109097749e+01 8.322883993831121074e+01 8.648622984434958028e+01 8.989516995288911971e+01 9.346299608748849153e+01 9.719727826116756830e+01 1.011057904458348276e+02 1.051964678978308996e+02 1.094773484573659061e+02 1.139564937057061513e+02 1.186418843081632417e+02 1.235412827835130969e+02 1.286620551290893673e+02 1.340109407061642628e+02 1.395937574637453622e+02 1.454150270213730494e+02 1.514775016000948256e+02 1.577815727927414287e+02 1.643245416243490524e+02 1.710997318101348981e+02 1.780954360355696338e+02 1.852937019530109239e+02 1.926689948512643866e+02 2.001868220135479817e+02 2.078024718905392092e+02 2.154601045095918153e+02 2.230925100912119206e+02 2.306218954886844585e+02 2.379620099482464752e+02 2.450217371460418008e+02 2.517099541472570081e+02 2.579410654759242902e+02 2.636403191250682312e+02 2.687479572222542856e+02 2.732215185682263723e+02 2.770360829721574873e+02 2.801827339724959529e+02 2.826658303035154631e+02 2.844997521861252494e+02 2.857056772138554379e+02 2.863087436706772451e+02 2.863357657193095633e+02 2.858135217960318641e+02 2.847675539826045679e+02 2.832213806726129519e+02 2.811960202507002009e+02 2.787097348873713827e+02 2.757779208123207582e+02 2.724130888916755566e+02 2.686248943946791883e+02 2.644201866988143479e+02 2.598030584586056762e+02 2.547748799208652883e+02 2.493343081511860362e+02 2.434772638599843617e+02 2.371968663392476060e+02 2.304833294692468826e+02 2.233237971257277934e+02 2.157021254729018551e+02 2.075985936569291539e+02 1.989895339825337715e+02 1.898468657861141935e+02 1.801375132886250015e+02 1.698226808499047706e+02 1.588569527799327830e+02 1.471871731015531850e+02 1.347510293001435571e+02 1.214753105451750912e+02 1.072736406108744660e+02 9.204362141953683363e+01 7.566311814410966008e+01 5.798539707137267385e+01 3.883266885582199279e+01 1.798737902264377553e+01 4.871476994735354227e-01 1.441470543418823131e-05 7.662290017822515852e-11 1.508964915437115640e-16 1.212855994844212949e-22 3.437886864356193752e-29 2.765796054299202450e-36 4.747549390730505896e-44 1.473595430095453307e-52 4.170142185325727410e-62 4.415391796890845799e-73 1.088084081056404448e-85 4.054594349623174371e-100 5.059229601588438390e-117
9.039099747405369101e+01 9.345447705885575829e+01 9.664212403649642624e+01 9.995936069998398921e+01 1.034118127035930002e+02 1.070053067468071930e+02 1.107458654041726618e+02 1.146396985668644533e+02 1.186931906032589694e+02 1.229128821645326184e+02 1.273054452870665756e+02 1.318776501152279081e+02 1.366363211442077557e+02 1.415882803528998863e+02 1.467402739299995460e+02 1.520988784634311060e+02 1.576703814255650400e+02 1.634606295129824787e+02 1.694748368575666859e+02 1.757173433148270192e+02 1.821913109519735769e+02 1.888983447473037529e+02 1.958380214289708761e+02 2.030073091574973603e+02 2.103998611358920812e+02 2.180051699666763625e+02 2.258075790428173093e+02 2.337851660093981252e+02 2.419085453042547158e+02 2.501396858545858493e+02 2.584309066673532129e+02 2.667242902633328754e+02 2.749518209980205370e+02 2.830365742581650466e+02 2.908952047973473327e+02 2.984417693632988176e+02 3.055925862740825210e+02 3.122714737016116260e+02 3.184144788149220631e+02 3.239732474360633887e+02 3.289165088655725526e+02 3.332296291932641452e+02 3.369126182729363563e+02 3.399772103326279193e+02 3.424436453991262397e+02 3.443376333991240585e+02 3.456877831660069660e+02 3.465236007545065036e+02 3.468740427525297605e+02 3.467665433358301925e+02 3.462264140816412805e+02 3.452765171587831787e+02 3.439371283436614135e+02 3.422259237150486797e+02 3.401580413779768151e+02 3.377461835461384112e+02 3.350007352151839655e+02 3.319298836080473620e+02 3.285397281466826485e+02 3.248343744660454036e+02 3.208160084173557607e+02 3.164849474848579121e+02 3.118396678403745454e+02 3.068768055775787502e+02 3.015911302446709783e+02 2.959754915917162066e+02 2.900207290654923327e+02 2.837155544883408425e+02 2.770463903715988749e+02 2.699971666212839523e+02 2.625490660359328103e+02 2.546802101331570043e+02 2.463652738112670022e+02 2.375750131991221963e+02 2.282756907858519924e+02 2.184283748379848760e+02 2.079880509967774174e+02 1.969025721755014047e+02 1.851113087856392383e+02 1.725434753918570721e+02 1.591160100747497097e+02 1.447308643957689185e+02 1.292715009362805176e+02 1.125983092524482032e+02 9.454252099777912122e+01 7.489800401267841323e+01 5.340999722571265806e+01 2.975933102949308662e+01 4.302226788424156290e+00 8.951835845132362856e-05 4.873729214816872578e-11 6.481547477488795255e-18 1.999968403881658789e-25 1.354783757678724448e-33 1.172299137151529451e-42 1.104787641403677633e-52 2.762961762192352228e-64 5.408603924545776364e-78 2.634525358480891206e-95 4.933545164224534430e-120
1.259218115325774505e+02 1.300133897896620283e+02 1.342584998294191792e+02 1.386628036064321634e+02 1.432320551266402902e+02 1.479720746895623336e+02 1.528887159129421605e+02 1.579878238674322404e+02 1.632751822101644450e+02 1.687564466967999692e+02 1.744370617873504443e+02 1.803221562571068546e+02 1.864164127137674711e+02 1.927239047066065325e+02 1.992478936486105852e+02 2.059905761432892746e+02 2.129527703904073235e+02 2.201335286864041905e+02 2.275296614950072467e+02 2.351351582747655300e+02 2.429404919962642566e+02 2.509317999942451536e+02 2.590899459174037247e+02 2.673894895581698847e+02 2.757976264833818618e+02 2.842732106439017343e+02 2.927660370904087586e+02 3.012166295977583559e+02 3.095568219741958274e+02 3.177114054195998847e+02 3.256009935601180700e+02 3.331460149422060226e+02 3.402714192851790926e+02 3.469113908956865089e+02 3.530132441305382258e+02 3.585398208220849483e+02 3.634700796010055797e+02 3.677980070643017143e+02 3.715303147857174508e+02 3.746835179995320004e+02 3.772809353211942494e+02 3.793499859213702621e+02 3.809199788102635580e+02 3.820204429422121279e+02 3.826799553020160829e+02 3.829253809744330397e+02 3.827814286380765907e+02 3.822704331882383713e+02 3.814122928297983890e+02 3.802245049733804763e+02 3.787222604076976609e+02 3.769185674108015860e+02 3.748243868271020460e+02 3.724487654328923441e+02 3.697989599488133763e+02 3.668805484103438062e+02 3.636975214214373295e+02 3.602523609539829863e+02 3.565460948474902807e+02 3.525783369696105751e+02 3.483473056553226002e+02 3.438498237562138797e+02 3.390812985757743832e+02 3.340356810290660405e+02 3.287054027028738119e+02 3.230812889854475429e+02 3.171524457781196702e+02 3.109061165115410290e+02 3.043275052206471400e+02 2.973995602330489305e+02 2.901027113560934936e+02 2.824145524856825205e+02 2.743094566741896188e+02 2.657581111010633208e+02 2.567269519741319073e+02 2.471774769608072972e+02 2.370653984103033451e+02 2.263396059901921546e+02 2.149408720046111227e+02 2.028002329718152623e+02 1.898369430734283867e+02 1.759558602908679461e+02 1.610440696942912666e+02 1.449664651215715594e+02 1.275598850954534385e+02 1.086252053732908252e+02 8.791648463352920828e+01 6.512575925669108301e+01 3.986125206708783963e+01 1.161530126027249921e+01 9.770636446525989005e-04 1.214867605241988323e-10 2.459030118705971867e-18 8.576953230498171899e-27 3.979526123152811606e-36 1.148199092684745785e-46 1.317000560588042194e-58 8.281038634941694106e-73 7.894331097628894874e-91 2.692989198141065613e-116
1.587505119743996431e+02 1.637015935534832920e+02 1.688242289039804120e+02 1.741234889996678135e+02 1.796043503817010674e+02 1.852716351290757757e+02 1.911299366012838732e+02 1.971835276041603890e+02 2.034362468076801065e+02 2.098913582676368037e+02 2.165513776596612843e+02 2.234178575223386076e+02 2.304911221857178987e+02 2.377699415143330270e+02 2.452511312091202171e+02 2.529290666797711538e+02 2.607950982429690612e+02 2.688368588576872185e+02 2.770374637651681837e+02 2.853746167719599498e+02 2.938196637749754245e+02 3.023366729841404208e+02 3.108816736354634713e+02 3.194022451943660599e+02 3.278377015662927079e+02 3.361201303777315275e+02 3.441764899068476211e+02 3.519318025590822572e+02 3.593132235710821192e+02 3.662544707930373420e+02 3.726998975747449094e+02 3.786074906998386496e+02 3.839503108224287757e+02 3.887162764327970308e+02 3.929065650415556092e+02 3.965331329223760122e+02 3.996158947447262904e+02 4.021800017218600374e+02 4.042534928989582568e+02 4.058654377049213053e+02 4.070445742335617183e+02 4.078183828933360360e+02 4.082125088932987751e+02 4.082504458178491973e+02 4.079534033940235531e+02 4.073402981351314338e+02 4.064278206864215690e+02 4.052305469837659189e+02 4.037610702077881228e+02 4.020301386298849593e+02 4.000467895608555295e+02 3.978184735626315387e+02 3.953511655634193858e+02 3.926494611552129186e+02 3.897166573591127872e+02 3.865548177211801431e+02 3.831648218870633400e+02 3.795463998921728148e+02 3.756981513589926180e+02 3.716175496646788474e+02 3.673009308711876315e+02 3.627434671255147123e+02 3.579391236425626630e+02 3.528805982760948154e+02 3.475592420975386290e+02 3.419649589344863898e+02 3.360860811969337760e+02 3.299092185703009932e+02 3.234190752336186279e+02 3.165982301154688798e+02 3.094268732576094862e+02 3.018824895199222169e+02 2.939394784984740454e+02 2.855686964598306758e+02 2.767369018590614473e+02 2.674060818260607562e+02 2.575326268677778216e+02 2.470663155926077934e+02 2.359490541853081709e+02 2.241132986876216933e+02 2.114800615437874569e+02 1.979563663105481908e+02 1.834319600029534172e+02 1.677750118510955417e+02 1.508264050723867911e+02 1.323920399951796298e+02 1.122322685547554499e+02 9.004709521474075018e+01 6.545496580980594103e+01 3.796155217570681373e+01 6.912382844699048512e+00 2.619608774376630807e-05 4.615544621227566061e-13 1.105792443806158295e-21 2.845486555457739111e-31 4.995829547936767479e-42 2.445984459497492124e-54 5.178995119251414998e-69 2.511132847107691528e-87 1.322813255909402854e-113
1.891639497754984802e+02 1.948320797796332897e+02 2.006807960952563121e+02 2.067139307373684005e+02 2.129349644356456110e+02 2.193469185427215962e+02 2.259522222376335208e+02 2.327525492733541341e+02 2.397486172817296506e+02 2.469399412604355462e+02 2.543245315194505167e+02 2.618985251155070273e+02 2.696557392658813228e+02 2.775871359543998551e+02 2.856801901388701594e+02 2.939181613247749851e+02 3.022792820619905001e+02 3.107358999251878799e+02 3.192536440621323663e+02 3.277907338684979663e+02 3.362976011195671617e+02 3.447170445748739098e+02 3.529851529799742593e+02 3.610331854267641347e+02 3.687904589559748842e+02 3.761880644904149449e+02 3.831629664519278435e+02 3.896618438292456972e+02 3.956440063100718589e+02 4.010829090967254729e+02 4.059661283228758748e+02 4.102940074321206225e+02 4.140774154812906431e+02 4.173351194482540905e+02 4.200911948448180055e+02 4.223727533985971831e+02 4.242081191511979341e+02 4.256254721643328480e+02 4.266519121776657926e+02 4.273128639877796786e+02 4.276317426636313144e+02 4.276298043921949557e+02 4.273261230307797973e+02 4.267376466377477300e+02 4.258793008468674657e+02 4.247641160243526883e+02 4.234033627520548180e+02 4.218066856788635164e+02 4.199822296234455621e+02 4.179367544126133680e+02 4.156757366455289002e+02 4.132034576501635001e+02 4.105230775406917019e+02 4.076366956325612136e+02 4.045453976230722333e+02 4.012492899655703127e+02 3.977475217985304425e+02 3.940382946648802545e+02 3.901188600885681694e+02 3.859855048735059881e+02 3.816335237574260191e+02 3.770571787883914681e+02 3.722496444891637566e+02 3.672029375253899843e+02 3.619078291846707884e+02 3.563537384876947272e+02 3.505286030401793482e+02 3.444187248122094616e+02 3.380085849780323883e+02 3.312806241783669634e+02 3.242149801041804835e+02 3.167891737982499762e+02 3.089777349543186915e+02 3.007517502622466168e+02 2.920783181804302444e+02 2.829198873967455370e+02 2.732334476053558205e+02 2.629695350235950855e+02 2.520709934619097510e+02 2.404714332537199653e+02 2.280932764168036613e+02 2.148452647534562630e+02 2.006192408282607005e+02 1.852859367684656604e+02 1.686893858065892005e+02 1.506393870515695141e+02 1.309011621628859530e+02 1.091808672245984866e+02 8.510482786593381377e+01 5.818898021758761985e+01 2.779249788405446608e+01 2.319599180274000416e-01 7.295759242583821033e-09 1.250885201272455912e-17 2.399818878548538473e-27 2.253457993526866793e-38 7.083844004012854793e-51 7.960592853611466905e-66 1.095216751403589991e-84 2.109623158593522830e-111
2.174070806616290952e+02 2.236705698721343936e+02 2.301163219375246456e+02 2.367463654591059594e+02 2.435620421676752869e+02 2.505638331798320451e+02 2.577511463287204379e+02 2.651220561297096197e+02 2.726729871069190381e+02 2.803983297981222904e+02 2.882899797202548484e+02 2.963367908559808939e+02 3.045239405021873722e+02 3.128322121776205904e+02 3.212372203512934448e+02 3.297086273525706588e+02 3.382094407329353203e+02 3.466955253348812107e+02 3.551155126195675393e+02 3.634113205083905882e+02 3.715194849339724783e+02 3.793734193429336869e+02 3.869065465752202613e+02 3.940560129996090950e+02 4.007664710885566706e+02 4.069933053568350374e+02 4.127047513855206375e+02 4.178826091596251899e+02 4.225215824097705877e+02 4.266275553757036505e+02 4.302152589666196718e+02 4.333057704061799882e+02 4.359241827518502532e+02 4.380976403669823185e+02 4.398538123801342294e+02 4.412197906941817678e+02 4.422213526674336208e+02 4.428825132769111406e+02 4.432252893964690088e+02 4.432696170176865849e+02 4.430333660745237694e+02 4.425324179242675200e+02 4.417807774655964863e+02 4.407907015119755556e+02 4.395728310964818775e+02 4.381363199272253723e+02 4.364889543139178159e+02 4.346372619821029275e+02 4.325866085547359035e+02 4.303412813329150026e+02 4.279045605094700022e+02 4.252787782149845270e+02 4.224653659049607768e+02 4.194648906030756166e+02 4.162770804545731380e+02 4.129008399387256532e+02 4.093342549540310529e+02 4.055745878320796010e+02 4.016182621590181725e+02 3.974608370871011971e+02 3.930969705999824555e+02 3.885203709489296671e+02 3.837237351952745144e+02 3.786986734668550412e+02 3.734356171493955685e+02 3.679237087702792337e+02 3.621506707692402074e+02 3.561026496585920995e+02 3.497640312158334837e+02 3.431172212722503332e+02 3.361423853007211733e+02 3.288171381898911818e+02 3.211161734916899491e+02 3.130108184778284226e+02 3.044684970186046371e+02 2.954520778301473456e+02 2.859190784577892259e+02 2.758206860184064340e+02 2.651005426378974335e+02 2.536932261486920481e+02 2.415223311565231938e+02 2.284980197273348779e+02 2.145138568036551874e+02 1.994426737417524578e+02 1.831310751743072274e+02 1.653920353876515605e+02 1.459947341604510882e+02 1.246503204479736411e+02 1.009915079487195584e+02 7.454254676831203597e+01 4.467365590544847009e+01 1.052933314029619893e+01 2.131544508987293570e-05 3.418542127340557229e-14 4.633141324202007570e-24 2.986017744950973421e-35 4.668312013450537029e-48 3.304353555779338028e-63 2.628565303745086091e-82 1.204350616991240502e-109
2.436897898195445578e+02 2.504434087430232410e+02 2.573746989184799645e+02 2.644833366538320547e+02 2.717678829314238556e+02 2.792255243819910220e+02 2.868517589447440059e+02 2.946400166963682636e+02 3.025812073655362155e+02 3.106631876090204400e+02 3.188701481068080170e+02 3.271819303221029713e+02 3.355733012464793887e+02 3.440132414511564320e+02 3.524643384220360076e+02 3.608824213972330881e+02 3.692166145435816702e+02 3.774100067637874645e+02 3.854011107625798331e+02 3.931261878742617455e+02 4.005223409399775960e+02 4.075310581192157429e+02 4.141016994911029769e+02 4.201943479152025134e+02 4.257815499820350738e+02 4.308487264721480301e+02 4.353933356359963227e+02 4.394231113548960366e+02 4.429538034939365616e+02 4.460068214554544852e+02 4.486070742940596574e+02 4.507811711331358424e+02 4.525560354287576956e+02 4.539579127458143262e+02 4.550117131184774166e+02 4.557406162177536544e+02 4.561658707353442992e+02 4.563067294445125412e+02 4.561804739492611134e+02 4.558024948210597813e+02 4.551864026567205883e+02 4.543441532635615090e+02 4.532861758771226732e+02 4.520214973942799475e+02 4.505578584317261743e+02 4.489018189229260543e+02 4.470588522077970310e+02 4.450334273475256737e+02 4.428290798576595648e+02 4.404484712995571272e+02 4.378934382755821844e+02 4.351650313863138990e+02 4.322635446614243619e+02 4.291885358911351886e+02 4.259388381756791091e+02 4.225125628837565728e+02 4.189070940713764912e+02 4.151190742607315656e+02 4.111443813136240806e+02 4.069780959525277808e+02 4.026144592799361703e+02 3.980468194169787353e+02 3.932675661171509205e+02 3.882680518998579942e+02 3.830384978779005110e+02 3.775678820057338498e+02 3.718438069289955479e+02 3.658523439413212373e+02 3.595778487134169268e+02 3.530027434017414976e+02 3.461072584048469025e+02 3.388691253024960588e+02 3.312632103194630986e+02 3.232610747278414465e+02 3.148304448278495897e+02 3.059345690683923635e+02 2.965314330943457435e+02 2.865727942954828222e+02 2.760029847869424202e+02 2.647574141633305658e+02 2.527606785719926279e+02 2.399241471326143653e+02 2.261428450964931756e+02 2.112913766361128296e+02 1.952185141711603649e+02 1.777399037959996235e+02 1.586280512731425745e+02 1.375982964843955756e+02 1.142887107266908657e+02 8.823051270169352733e+01 5.880317480708828271e+01 2.516379371068038751e+01 1.512547124727190058e-02 3.027051753360218393e-11 2.758507938421532668e-21 1.556701784876042282e-32 1.666567377134002470e-45 6.130411580733020606e-61 2.406796748584717420e-80 5.158903945025004124e-108
2.681923754493313936e+02 2.753438739716595478e+02 2.826628593632690922e+02 2.901460809721169767e+02 2.977886397592517369e+02 3.055836276270997587e+02 3.135216980410548331e+02 3.215905625430123678e+02 3.297744133645176703e+02 3.380532826932026751e+02 3.464023661561018343e+02 3.547913634957981230e+02 3.631839236629792254e+02 3.715373218526069081e+02 3.798025331151162618e+02 3.879248864058296249e+02 3.958454569311919045e+02 4.035032662222473050e+02 4.108381982271065453e+02 4.177943374099529592e+02 4.243232587338766848e+02 4.303867312902600588e+02 4.359583905700213791e+02 4.410241649228628376e+02 4.455815232058925517e+02 4.496378359795040751e+02 4.532082469779492726e+02 4.563134333539252907e+02 4.589775366185120333e+02 4.612264258924428759e+02 4.630863505742761390e+02 4.645829679330585691e+02 4.657406925299953286e+02 4.665823006836350828e+02 4.671287247992714242e+02 4.673989815010644406e+02 4.674101890188744619e+02 4.671776403711244257e+02 4.667149083042187385e+02 4.660339653704945135e+02 4.651453080939522238e+02 4.640580781511922055e+02 4.627801763383309890e+02 4.613183669445492683e+02 4.596783714292885179e+02 4.578649510821351214e+02 4.558819788228982475e+02 4.537325005638825814e+02 4.514187866795796253e+02 4.489423741599753157e+02 4.463040999955576353e+02 4.435041262766720820e+02 4.405419574011033887e+02 4.374164496801554378e+02 4.341258135197388697e+02 4.306676082310652873e+02 4.270387293955578798e+02 4.232353885690649804e+02 4.192530849587211037e+02 4.150865685379646379e+02 4.107297938761949467e+02 4.061758637380018513e+02 4.014169612868663535e+02 3.964442693342975303e+02 3.912478748702151847e+02 3.858166565260128209e+02 3.801381521919304305e+02 3.741984032080005704e+02 3.679817710499334567e+02 3.614707208736627990e+02 3.546455654564028919e+02 3.474841610939820384e+02 3.399615449395012092e+02 3.320494998401984503e+02 3.237160317601727684e+02 3.149247333557563024e+02 3.056340088445138576e+02 2.957961208254837402e+02 2.853560088802497603e+02 2.742498103039044963e+02 2.624029939227604018e+02 2.497279772966033988e+02 2.361210498902225652e+02 2.214583482368689999e+02 2.055905155130225523e+02 1.883354984768415079e+02 1.694686687761164592e+02 1.487089642044805373e+02 1.256990665811957513e+02 9.997617870554860531e+01 7.092771903974552572e+01 3.772160049091758083e+01 1.653503858726132592e+00 1.088014997367754158e-08 8.873443242188730303e-19 3.572384894480051179e-30 2.364674726863947071e-43 6.239902229449547634e-59 1.301642762146927923e-78 9.918669802450940864e-107
2.910700066802885431e+02 2.985372898112058238e+02 3.061566563149032163e+02 3.139213136426166670e+02 3.218221839494805181e+02 3.298474383955789904e+02 3.379819624306293804e+02 3.462067606770837642e+02 3.544983249773879947e+02 3.628280116109183382e+02 3.711615043650665484e+02 3.794584768069555594e+02 3.876726028353193101e+02 3.957520852530080901e+02 4.036408570317602198e+02 4.112805377462038336e+02 4.186130894318816900e+02 4.255839319160307355e+02 4.321451038174378141e+02 4.382579682503615572e+02 4.438950176850797789e+02 4.490405256449824378e+02 4.536900528500215160e+02 4.578490435274915171e+02 4.615308718483328789e+02 4.647547067810070303e+02 4.675434837191702400e+02 4.699221636347846811e+02 4.719163546034869228e+02 4.735512966101223924e+02 4.748511666227091723e+02 4.758386428176346499e+02 4.765346652254826836e+02 4.769583372142321878e+02 4.771269226603287166e+02 4.770559043880731451e+02 4.767590787331774322e+02 4.762486686474952648e+02 4.755354434690203220e+02 4.746288376613686069e+02 4.735370637794734421e+02 4.722672169447302508e+02 4.708253694639085438e+02 4.692166550975917403e+02 4.674453430220412429e+02 4.655149018393707365e+02 4.634280541498605430e+02 4.611868222593510609e+02 4.587925655894798638e+02 4.562460103128786955e+02 4.535472716648488358e+02 4.506958692972903009e+02 4.476907359455698838e+02 4.445302195776552026e+02 4.412120790883021186e+02 4.377334734890742425e+02 4.340909444260553300e+02 4.302803917290113418e+02 4.262970409797366074e+02 4.221354055495920647e+02 4.177892365608759064e+02 4.132514629046220307e+02 4.085141247928104917e+02 4.035682905964218889e+02 3.984039607416461308e+02 3.930099548987273579e+02 3.873737797069527460e+02 3.814814735824108425e+02 3.753174243343585204e+02 3.688641542881290434e+02 3.621020663069667194e+02 3.550091425376997449e+02 3.475605847712065497e+02 3.397283848693286359e+02 3.314808059346302684e+02 3.227817541149669864e+02 3.135900117819648472e+02 3.038582946959875812e+02 2.935320833074734423e+02 2.825481611833033639e+02 2.708327693653245660e+02 2.582992506978320080e+02 2.448450080834439007e+02 2.303475254584176071e+02 2.146590878794874300e+02 1.975996625968042508e+02 1.789471273748473550e+02 1.584235824127165131e+02 1.356757351401384142e+02 1.102460290313678399e+02 8.152883410430767697e+01 4.870152366594125226e+01 1.061126510918788846e+01 2.056826559824592332e-06 1.575088390768114224e-16 4.603947036251916516e-28 2.240669055833060443e-41 4.028670753164992563e-57 5.378648424638035394e-77 1.781003627656266071e-105
