1.000000000000000021e-02 9.812353917690206373e+00 2.019819180650413992e-01 3.638724998971691775e+02 3.144023798755161692e-01 3.969313690419041336e+02 3.316372129691633752e-01
3.224671565352928149e-02 3.113385411577719708e+01 2.064268638682281720e-01 3.659842790712355622e+02 3.154495911445728273e-01 3.979071665278433443e+02 3.321746894855135412e-01
5.449343130705856103e-02 5.155226410093661826e+01 2.108708708234798279e-01 3.680813562477142113e+02 3.164964381599061904e-01 3.988796767789816613e+02 3.327120915300119663e-01
7.674014696058782670e-02 7.112302073722692342e+01 2.153137654009710800e-01 3.701638654264555726e+02 3.175429115334657548e-01 3.998489146615553409e+02 3.332494181648790743e-01
9.898686261411711318e-02 8.989700205044405834e+01 2.197553468679309674e-01 3.722319386075230341e+02 3.185890016829470706e-01 4.008148949351830765e+02 3.337866684426645247e-01
1.212335782676463997e-01 1.079209724199033218e+02 2.241953838356051387e-01 3.742857058225683318e+02 3.196346988292904645e-01 4.017776322536822704e+02 3.343238414061796560e-01
1.434802939211756723e-01 1.252379753353161362e+02 2.286336104687037851e-01 3.763252951656426717e+02 3.206799929942033556e-01 4.027371411658778015e+02 3.348609360884293173e-01
1.657270095747049587e-01 1.418876807545855172e+02 2.330697223596872592e-01 3.783508328234629516e+02 3.217248739977066063e-01 4.036934361164044276e+02 3.353979515125444233e-01
1.879737252282342452e-01 1.579066930309651866e+02 2.375033720667643622e-01 3.803624431051500778e+02 3.227693314557089077e-01 4.046465314465006031e+02 3.359348866917141740e-01
2.102204408817635317e-01 1.733288245193873536e+02 2.419341643111122819e-01 3.823602484714502339e+02 3.238133547776121945e-01 4.055964413947932599e+02 3.364717406291183877e-01
2.324671565352928182e-01 1.881853392478087699e+02 2.463616508412110606e-01 3.843443695634599067e+02 3.248569331639499236e-01 4.065431800980829280e+02 3.370085123178600539e-01
2.547138721888220769e-01 2.025051704334338751e+02 2.507853249765935044e-01 3.863149252308639916e+02 3.259000556040628771e-01 4.074867615921105539e+02 3.375452007408981658e-01
2.769605878423513357e-01 2.163151151169506363e+02 2.552046158581594559e-01 3.882720325597040301e+02 3.269427108738143795e-01 4.084271998123266485e+02 3.380818048709801071e-01
2.992073034958806499e-01 2.296400087659941960e+02 2.596188824381207017e-01 3.902158068996928932e+02 3.279848875333487013e-01 4.093645085946496351e+02 3.386183236705749278e-01
3.214540191494099086e-01 2.425028823138435996e+02 2.640274072732227140e-01 3.921463618910842115e+02 3.290265739248960930e-01 4.102987016762172061e+02 3.391547560918061199e-01
3.437007348029392229e-01 2.549251038620144527e+02 2.684293901681407690e-01 3.940638094911149096e+02 3.300677581706272234e-01 4.112297926961330177e+02 3.396911010763850047e-01
3.659474504564684816e-01 2.669265069201541110e+02 2.728239417847854731e-01 3.959682600000328421e+02 3.311084281705616861e-01 4.121577951962044040e+02 3.402273575555441187e-01
3.881941661099977403e-01 2.785255069319351833e+02 2.772100773091780712e-01 3.978598220867214081e+02 3.321485716005326272e-01 4.130827226216761119e+02 3.407635244499707117e-01
