1.000000000000000021e-02 9.812353917690206373e+00 2.019819180650413992e-01 5.646718905294110868e+01 2.513174078821968083e-01 5.177167788793195355e-04 3.233877490217380024e-01
3.224671565352928149e-02 3.113385411577719708e+01 2.064268638682281720e-01 1.616361648156053548e+02 2.828440473554655887e-01 1.555068553361416233e-32 3.638782014621234073e-01
5.449343130705856103e-02 5.155226410093661826e+01 2.108708708234798279e-01 2.371154746566868710e+02 3.108284575472516909e-01 9.801616364790560101e-23 3.833466996322070774e-01
7.674014696058782670e-02 7.112302073722692342e+01 2.153137654009710800e-01 2.903301121633274988e+02 3.341359474366828453e-01 3.702704375831905295e-16 3.965949581033473281e-01
9.898686261411711318e-02 8.989700205044405834e+01 2.197553468679309674e-01 3.280623268740711183e+02 3.528991300585712088e-01 3.716579361726011966e-11 4.067635613659651983e-01
1.212335782676463997e-01 1.079209724199033218e+02 2.241953838356051387e-01 3.556226836071788853e+02 3.679928114681164653e-01 3.778483598378181701e-07 4.153144174998549820e-01
1.434802939211756723e-01 1.252379753353161362e+02 2.286336104687037851e-01 3.765421809018431532e+02 3.803404384681613459e-01 7.382663428567291276e-04 4.224689981929805604e-01
1.657270095747049587e-01 1.418876807545855172e+02 2.330697223596872592e-01 3.930134867055114682e+02 3.906614316886677929e-01 2.926083298566631297e-01 4.282941368557257600e-01
1.879737252282342452e-01 1.579066930309651866e+02 2.375033720667643622e-01 4.063945191968151107e+02 3.994677070534901620e-01 6.282524080639241504e+00 4.336111102481435275e-01
2.102204408817635317e-01 1.733288245193873536e+02 2.419341643111122819e-01 4.175483659268809902e+02 4.071174437318740846e-01 1.733470420859709904e+01 4.384879977498783998e-01
2.324671565352928182e-01 1.881853392478087699e+02 2.463616508412110606e-01 4.270429823451779612e+02 4.138638902965953714e-01 2.716924603042879838e+01 4.429207611377077858e-01
2.547138721888220769e-01 2.025051704334338751e+02 2.507853249765935044e-01 4.352654426507241965e+02 4.198896936858757534e-01 3.601907460248771287e+01 4.469869959602025822e-01
2.769605878423513357e-01 2.163151151169506363e+02 2.552046158581594559e-01 4.424882183781394929e+02 4.253295232784339297e-01 4.405680170533982931e+01 4.507453358892563045e-01
2.992073034958806499e-01 2.296400087659941960e+02 2.596188824381207017e-01 4.489087190944159147e+02 4.302848339564706026e-01 5.141379702249219008e+01 4.542412030175639881e-01
3.214540191494099086e-01 2.425028823138435996e+02 2.640274072732227140e-01 4.546736449745161508e+02 4.348335966418350740e-01 5.819229268229709362e+01 4.575105243442398884e-01
3.437007348029392229e-01 2.549251038620144527e+02 2.684293901681407690e-01 4.598944641486592104e+02 4.390368262483330675e-01 6.447336402908916853e+01 4.605822225678292692e-01
3.659474504564684816e-01 2.669265069201541110e+02 2.728239417847854731e-01 4.646575435976681661e+02 4.429430497513277554e-01 7.032235259945286998e+01 4.634799375991341397e-01
3.881941661099977403e-01 2.785255069319351833e+02 2.772100773091780712e-01 4.690309618633074251e+02 4.465914267471427501e-01 7.579267999538386391e+01 4.662232474089481049e-01
4.104408817635270545e-01 2.897392075962612807e+02 2.815867103163824381e-01 4.730692038319659218e+02 4.500139715198611667e-01 8.092855309243655881e+01 4.688285546489920907e-01
4.326875974170563133e-01 3.005834983457280600e+02 2.859526469949376093e-01 4.768164683042448928e+02 4.532371642718011628e-01 8.576696154732617572e+01 4.713097425819151587e-01
4.549343130705856275e-01 3.110731442128778212e+02 2.903065809090756844e-01 4.803090451762314501e+02 4.562831392357009075e-01 9.033915653058359396e+01 4.736786694731643377e-01
4.771810287241148862e-01 3.212218691708774259e+02 2.946470885185332733e-01 4.835770550240080183e+02 4.591705744414070756e-01 9.467177311537679429e+01 4.759455468322668081e-01
